key,name,description,gender,image,birthdate,deathdate
Q841146,나운규,Korean actor and director,M,http://commons.wikimedia.org/wiki/Special:FilePath/Na%20Woon-gyu.jpg,19021027,19370809
Q16183879,나혜국,,F,,19010101,19920101
Q12589753,남경민,South Korean film actor,F,,19871027,
Q6961101,남궁원,대한민국의 배우,M,http://commons.wikimedia.org/wiki/Special:FilePath/Namkoong%20Won%20at%2018th%20Puchon%20International%20Fantastic%20Film%20Festival%2C%20July%2017%2C%202014.jpg,19340801,
Q7253672,남성진,South Korean actor,M,,19701231,
Q6780884,남연군,ruler of Korea,M,,17880101,18360505
Q12590006,남일우,South Korean film actor,M,,19380525,
Q12590047,남진우 (시인),,M,,19600904,
Q14345,노무현,대한민국의 제16대 대통령,M,http://commons.wikimedia.org/wiki/Special:FilePath/Roh%20Moo-hyun%202004-10-26.jpg,19460901,20090523
Q16219820,노소영,South Korean art museum director,F,http://commons.wikimedia.org/wiki/Special:FilePath/2015.10.15.%20cc%20global%20summit%20%2822021446879%29.jpg,19610331,
Q12590406,노영심,,F,,19680215,
Q16160910,노유정,South Korean actress,F,,19641130,
Q12590443,노재헌,대한민국의 변호사,M,,19651103,
Q56812355,노정호,대한민국의 교수,M,,19630101,
Q242651,노태우,대한민국의 제13대 대통령,M,http://commons.wikimedia.org/wiki/Special:FilePath/Roh%20Tae-woo%20-%20cropped%2C%201989-Mar-13.jpg,19321204,
Q842800,다니 루미코,Japanese singer,F,,19790814,
Q483509,단경왕후,중종의 정비,F,,14870101,15570101
Q16166065,대도서관,"대한민국의 인터넷 방송인, 컨텐츠 크리에이터",M,http://commons.wikimedia.org/wiki/Special:FilePath/YouTube%20Creator%20panel%20discussion%20in%20Great%20Library%20%28Daedoseogwan%29.jpg,19781031,
Q257425,대한제국 고종,"조선의 제26대 국왕, 대한제국의 초대 황제",M,http://commons.wikimedia.org/wiki/Special:FilePath/Gojong%20of%20the%20Korean%20Empire%2001.jpg,18520908,19190121
Q334111,대한제국 순종,대한제국의 제2대 황제,M,http://commons.wikimedia.org/wiki/Special:FilePath/Sunjong%20of%20the%20Korean%20Empire.jpg,18740325,19260424
Q485604,덕혜옹주,대한제국의 마지막 황녀,F,http://commons.wikimedia.org/wiki/Special:FilePath/Princess%20dukhye%20around%201923.JPG,19120525,19890421
Q624541,덕흥대원군,son of king jungjong and father of king seonjo,M,,15300305,15590509
Q12593129,독고성,South Korean actor,M,,19290429,20040410
Q277225,독고영재,대한민국의 배우이다.,M,,19531213,
Q12593132,독고준,South Korean film actor,M,,19800529,
Q43762448,두순자,,F,,19411227,
Q433295,류미영,North Korean politician,F,,19210214,20161123
Q714658,리설주,wife of North Korean leader Kim Jong-un,F,http://commons.wikimedia.org/wiki/Special:FilePath/Ri%20Sol-ju%20%28April%2027%2C%202018%29.png,19800101,
Q241873,린다 박,American actress born in South Korea,F,http://commons.wikimedia.org/wiki/Special:FilePath/Linda%20Park%20%288734458654%29.jpg,19780709,
Q15934058,마쓰다이라 요시코,spouse of Prince Yi Geon,F,http://commons.wikimedia.org/wiki/Special:FilePath/Matsudaira%20Yoshiko.jpg,19111006,20060628
Q12595003,맹사성,,M,,13600828,14381022
Q21521682,맹희도,고려 후기의 문신,M,,,
Q6796230,메이비,"대한민국의 가수, 작사가",F,,19790910,
Q6860973,명빈 박씨,,F,,,17030101
Q483178,명성왕후,Queen Consort of King Hyeonjong of Joseon,F,,16420613,16840121
Q464503,명성황후,조선 고종의 왕비이자 추존황후,F,http://commons.wikimedia.org/wiki/Special:FilePath/Queen%20Min-oval%20portrait.jpg,18511019,18951008
Q50973131,명정강,South Korean drummer and actress,F,,19600101,20180323
Q12595546,무산군 (왕족),,M,,,
Q498707,무안대군,son of Taejo of Joseon,M,,13810101,13981014
Q56606145,문동표,전 조선일보 편집국장,M,,,
Q16081058,문병호,South Korean politician,M,,19591227,
Q296734,문선명,통일교의 창시자,M,http://commons.wikimedia.org/wiki/Special:FilePath/Rev.%20Sun%20Myung%20Moon%20speaks%2C%20Las%20Vegas%2C%20NV%2C%20USA%20on%20April%204%2C%202010.png,19200106,20120902
Q296734,문선명,통일교의 창시자,M,http://commons.wikimedia.org/wiki/Special:FilePath/Rev.%20Sun%20Myung%20Moon%20speaks%2C%20Las%20Vegas%2C%20NV%2C%20USA%20on%20April%204%2C%202010.png,19200225,20120902
Q484380,문성근,South Korean actor and politician,M,http://commons.wikimedia.org/wiki/Special:FilePath/Moon%20Seung%20Guen.jpg,19530528,
Q456182,문소리,South Korean actress,F,http://commons.wikimedia.org/wiki/Special:FilePath/Moon%20Sori.JPG,19740702,
Q56606151,문소영,호암 문일평의 자녀,F,,,
Q56651460,문영호,대한민국의 의료인,M,,19390101,
Q41520899,문용형,,M,,19200101,19780101
Q626438,문익환,"한국기독교장로회 목사, 통일운동가, 사회운동가이자 참여시인",M,http://commons.wikimedia.org/wiki/Special:FilePath/Yun%20dj%20%26%20Mun%20Ih%20%26%20Chang%20Jh.jpg,19180602,19940118
Q15411238,문일평,역사학자,M,,18880101,19390101
Q56651459,문재관,전 제일은행 이사,M,,,
Q21001,문재인,대한민국의 제19대 대통령,M,http://commons.wikimedia.org/wiki/Special:FilePath/Moon%20Jae-in%20May%202017.jpg,19530124,
Q12595795,문정숙,South Korean actress,F,,19270329,20000301
Q486286,문정왕후,Korean queen,F,,15020201,15660108
Q484065,문효세자,Crown prince of the Kingdom of Korea (Joseon),M,,17820907,17860511
Q488600,문희준,South Korean singer-songwriter,M,http://commons.wikimedia.org/wiki/Special:FilePath/%28%28TV10%29%20%EB%AC%B8%ED%9D%AC%EC%A4%80%EC%9D%B4%20%EB%B0%9D%ED%9E%8C%20%EC%86%8C%EC%9C%A8%EA%B3%BC%EC%9D%98%20%EA%B2%B0%ED%98%BC%20%EC%86%8C%EA%B0%90%20%28feat.%20%ED%81%AC%EB%A0%88%EC%9A%A9%ED%8C%9D%20%EB%B9%A0%EB%B9%A0%EB%B9%A0%29%201m14s.jpg,19780314,
Q47004960,민유숙,,F,,19650313,
Q11343022,민준호,South Korean actor,M,http://commons.wikimedia.org/wiki/Special:FilePath/Min%20Jun%20Ho.jpg,,
Q12596321,민지환,,M,,19370816,
Q12596347,민회빈 강씨,,F,,16110101,16460101
Q56668980,박강자,금호미술관장,F,,19410101,
Q56665039,박건배,"기업인, 전 해태그룹 회장",M,,,
Q56664506,박경애,금호그룹 창업주의 자녀,F,,19340101,
Q56698261,박계희,전 워커힐미술관장,F,,19350101,
Q7137742,박곡지,South Korean film editor,F,,19650228,
Q495000,박규리,south Korean singer,F,http://commons.wikimedia.org/wiki/Special:FilePath/Park%20Gyu-ri%20in%20August%202014%2002.jpg,19880521,
Q7848255,박근령,politician,F,,19540630,
Q6784089,박근형,actor,M,,19400607,
Q138048,박근혜,대한민국의 제18대 대통령,F,http://commons.wikimedia.org/wiki/Special:FilePath/Park%20Geun-hye%202013.jpg,19520202,
Q7137915,박노식,South Korean actor,M,,19300204,19950403
Q16181683,박덕남,,M,,19200101,20170224
Q56660416,박동복,"기업가, 금호전기 회장",M,,19060101,19890101
Q12596616,박두을,,F,,19071108,20000103
Q56435874,박문순,성곡미술관 관장,F,,,
Q624924,박미선,"South Korean comedienne, TV host and actress",F,,19670310,
Q56669053,박병구,"기업가, 모빌코리아윤활유 사장",M,,19360101,
Q16081587,박삼구,"기업가, 금호그룹 회장",M,,19450319,
Q56660390,박상구,"기업가, 삼양타이어 회장",M,,19230101,
Q16081621,박상아,,F,,19720620,
Q16174487,박상훈,South Korean cinematographer,M,,19690406,
Q12596724,박상훈 (1980년),,M,,19780110,
Q56812948,박선영,기업가 박용학의 자녀,F,,19490101,
Q6784157,박성빈,,M,http://commons.wikimedia.org/wiki/Special:FilePath/Seongbin%20Park.jpg,18710101,19380101
Q16081747,박성용,대한민국의 기업가,M,,19320217,20050523
Q626615,박성웅,South Korean actor,M,http://commons.wikimedia.org/wiki/Special:FilePath/%28%EC%97%AD%EB%A6%B0%29%20%EB%AC%B4%EB%8C%80%EC%9D%B8%EC%82%AC%20%EC%98%81%EC%83%81%20%28%EB%B0%95%EC%84%B1%EC%9B%85%29.jpg,19730109,
Q56660388,박성천,기업가 박상구의 아버지,M,,,
Q56669020,박세진,금호리조트 상무,F,,19780101,
Q56669012,박세창,"기업인, 금호석유화학 부사장",M,,19750101,
Q16081781,박세혁,South Korean baseball player,M,,19900109,
Q6430820,박소현,South Korean voice actress working in Japan,F,,19480210,
Q491397,박솔미,actress,F,,19780103,
Q13580246,박수진,South Korean actress,F,http://commons.wikimedia.org/wiki/Special:FilePath/Park%20Soo-jin%20at%20the%202014%20Seoul%20Fashion%20Week.JPG,19851127,
Q6783577,박시은,대한민국의 배우,F,,19800106,
Q56660382,박영숙,금호그룹 창업주 박인천의 아버지,M,,,
Q16081942,박영아,South Korean politician,F,,19600618,
Q7848947,박영옥,김종필의 부인,F,,19291030,20150221
Q56812818,박용학,대한민국의 기업인,M,,19150101,20140802
Q56668929,박은경,기업가 박정구의 자녀,F,,19720101,
Q16261543,박은태,South Korean actor,M,,19810614,
Q56665246,박은형,기업가 박정구의 자녀,F,,,
Q56668961,박은혜,기업가 박정구의 자녀,F,,19760101,
Q16068080,박인숙,South Korean voice actress,F,,19560214,20150616
Q492756,박인천,"기업가, 금호그룹 창업주",M,,19010705,19840616
Q16181706,박잎선,,F,http://commons.wikimedia.org/wiki/Special:FilePath/Park%20Ip-Sun%20from%20acrofan.jpg,19790405,
Q56663807,박재영,기업가 박성용의 자녀,M,,19700101,
Q12597050,박정구,금호그룹 회장,M,,19370810,20020713
Q7137845,박정은,South Korean Olympic basketball player,F,,19770114,
Q14356,박정희,"대한민국의 제5,6,7,8,9대 대통령",M,http://commons.wikimedia.org/wiki/Special:FilePath/Park%20Chung-hee%201963%27s.png,19170614,19791026
Q16079902,박종구,국무조정실 정책차장,M,,19580315,
Q24856218,박종찬,South Korean actor,M,,19920704,
Q24000291,박종혁,,M,,19981226,
Q56669038,박주형,금호석유화학 상무,F,,19800101,
Q56669033,박준경,금호석유화학 상무,M,,19780101,
Q12597152,박준규 (배우),South Korean actor,M,,19640627,
Q7848332,박지만,,M,,19581215,
Q16176070,박진섭,대한민국의 가수,M,,19520101,
Q16176116,박찬구,"기업가, 금호석유화학 회장",M,,19480813,
Q56668967,박철완,금호석유화학 상무보,M,,19780101,
Q12597257,박철우 (야구 선수),,M,,19640412,
Q56651402,박태원,"KAIST 이사장, 인하대 총장, 서울공대 교수",M,,19260101,
Q56664323,박현주,대상홀딩스 부회장,F,,19530101,
Q56669049,박형구,삼양타이어 회장,M,,19330101,
Q12597350,박화성,한국의 소설가,F,,19030416,19880130
Q12597350,박화성,한국의 소설가,F,,19040416,19880130
Q7137773,박흥식,South Korean film director born 1962,M,,19620101,
Q56531748,방계준,계초 방응모의 아버지,M,,,
Q12597529,방상훈,"대한민국의 기업인, 조선일보 대표이사",M,,19480206,
Q56533073,방선영,언론인 방재윤의 자녀,F,,,
Q56607373,방성훈,대한민국의 언론인,M,,19730101,
Q55730170,방용훈,대한민국의 기업가,M,,19540101,
Q12597562,방우영,조선일보 명예회장,M,,19280122,20160508
Q56606500,방윤미,언론인 방우영의 자녀,F,,19610101,
Q56531864,방응곤,조선일보 사주 방일영의 친조부,M,,,
Q12597567,방응모,"일제 강점기와 대한민국의 언론인, 정치인",M,,18830929,
Q6791544,방일영,,M,,19221126,20030808
Q12597571,방재선,방응모 기념사업회 이사장,M,,19440101,
Q56526297,방재윤,언론인,M,,,
Q12597573,방정오,TV조선 대표이사 전무,M,,19780101,
Q16177650,방준오,조선일보 부사장,M,,19740101,
Q56606172,방혜성,조선일보 명예회장 방우영의 자녀,F,,19600101,
Q56607372,방혜신,언론인 방우영의 자녀,F,,19650101,
Q56664584,배영환,"기업인, 삼화고속 회장",M,,19330101,
Q334504,배용준,South Korean actor and businessman,M,http://commons.wikimedia.org/wiki/Special:FilePath/Bae%20Yong%20Joon.jpg,19720829,
Q483798,백건우,pianist,M,http://commons.wikimedia.org/wiki/Special:FilePath/Kun-Woo%20Paik.jpg,19460310,
Q7847850,백남의,,F,,18720101,19490812
Q6747264,백도빈,South Korean actor,M,http://commons.wikimedia.org/wiki/Special:FilePath/Baek%20Do-bin%20from%20acrofan.jpg,19780321,
Q18013379,백서빈,,M,,19840907,
Q6747187,백설희,South Korean singer and actress,F,,19240129,20100505
Q13432221,백옥자,,F,http://commons.wikimedia.org/wiki/Special:FilePath/Paik%20Ok-ja%201974c.jpg,19510101,
Q483517,백윤식,South Korean actor,M,,19470316,
Q16082942,백종원,대한민국의 요리연구가,M,,19660904,
Q489575,백지영,South Korean singer,F,http://commons.wikimedia.org/wiki/Special:FilePath/Baek%20Ji-yeong%20from%20acrofan.jpg,19760325,
Q12598213,변중석,,F,,19210713,20070817
Q493090,별,대한민국의 가수,F,,19831022,
Q486074,보람,South Korean singer,F,http://commons.wikimedia.org/wiki/Special:FilePath/%ED%8B%B0%EC%95%84%EB%9D%BC%20%40%20Cyworld%20Dream%20Music%20Festival%20%EC%8B%B8%EC%9D%B4%EC%9B%94%EB%93%9C%20%EB%93%9C%EB%A6%BC%20%EB%AE%A4%EC%A7%81%20%ED%8E%98%EC%8A%A4%ED%8B%B0%EB%B2%8C%2016.jpg,19860322,
Q11591972,복녕군,,M,,16390101,16701127
Q6678012,삼축당 김씨,,F,,18900101,19700923
Q7738364,상계군,조선의 왕자,M,,,
Q11039371,상침 송씨,,F,,13960101,14630101
Q56606167,서성환,"기업가, 태평양그룹 창업주",M,,19230101,20030101
Q56606168,서영배,태평양개발 회장,M,,19560101,
Q368852,서태지,대한민국의 음악가,M,http://commons.wikimedia.org/wiki/Special:FilePath/Seo%20Taiji%20on%20October%2020%2C%202014%20%282%29.jpg,19720221,
Q7952260,서향희,South Korean lawyer,F,,19740630,
Q16181216,서현철,South Korean actor,M,,19650519,
Q23994986,석동현,,M,,19600710,
Q28698535,선두훈,,M,,19570924,
Q10822153,선우은숙,South Korean actress,F,,19591224,
Q490120,설경구,South Korean actor,M,http://commons.wikimedia.org/wiki/Special:FilePath/Seol%20Kyung-Goo.jpg,19680501,
Q18381120,설경동,"대한민국의 기업인, 대한전선 창업주",M,,19010101,19740120
Q56813047,설명옥,인송 설경동의 자녀,F,,,
Q56812411,설범,"대한민국의 기업인, 대한방직 회장",M,,19580101,
Q56813153,설영자,인송 설경동의 자녀,F,,,
Q56812371,설원량,"대한민국의 기업인, 전 대한전선 회장",M,,19420101,
Q56812378,설원봉,"대한민국의 기업가, 전 대한제당 대표",M,,19480101,
Q56812368,설원식,"대한민국의 기업가, 전 대한방직 회장",M,,19220101,
Q56812420,설원철,"대한민국의 기업인, 전 대한방직 고문",M,,19370101,
Q56812387,설윤석,"대한민국의 기업인, 전 대한전선 사장",M,,19810101,
Q56812740,설윤성,"대한민국의 기업가, 토터스자산운용 대표",M,,19840101,
Q56813013,설윤호,"대한민국의 기업가, 대한제당 부회장",M,,19750101,
Q12601920,성녕대군,,M,,,
Q494222,성민,"South Korean singer, actor",M,http://commons.wikimedia.org/wiki/Special:FilePath/Sungmin%202011.jpg,19860101,
Q269537,성지현,대한민국의 배드민턴 선수,F,http://commons.wikimedia.org/wiki/Special:FilePath/Total%20world%20champion%202015%20semi-final.jpg,19910729,
Q1656902,성한국,대한민국의 배드민턴 선수,M,http://commons.wikimedia.org/wiki/Special:FilePath/Sung%20Han-Gook.jpg,19631119,
Q625739,성혜랑,North korean defector,F,,19350101,
Q487289,성혜림,"North Korean actress, mistress of Kim Jong-il",F,http://commons.wikimedia.org/wiki/Special:FilePath/Song%20Hye%20Rim.jpg,19370124,20020518
Q12602380,션 (가수),제목 사항 없음,M,http://commons.wikimedia.org/wiki/Special:FilePath/Sean%20Noh%20%28%EC%85%98%29.jpg,19721010,
Q11251673,소 다케유키,"Japanese count, poet",M,http://commons.wikimedia.org/wiki/Special:FilePath/Takeyuki%20so%2C%201931.JPG,19080216,19850422
Q12602394,소 마사에,Japanese countess,F,,19320814,19550101
Q6711063,소유진,South Korean film actor,F,http://commons.wikimedia.org/wiki/Special:FilePath/%EC%B2%AD%EC%8B%AC%ED%99%98%20%ED%8E%98%EC%8A%A4%ED%8B%B0%EB%B2%8C%20-%20%EC%97%B0%EC%98%88%EC%9D%B8%20%EC%9D%91%EC%9B%90%20%EC%98%81%EC%83%81%20%EC%86%8C%EC%9C%A0%EC%A7%84%2015s.jpg,19810811,
Q16865202,소율,대한민국의 가수,F,http://commons.wikimedia.org/wiki/Special:FilePath/%2815.08.22%29%20CRAYON%20POP%20%ED%81%AC%EB%A0%88%EC%9A%A9%ED%8C%9D%20%EC%9D%98%EC%A0%95%EB%B6%80%20%EC%B0%A9%ED%95%9C%EC%BD%98%EC%84%9C%ED%8A%B8%20%28Soyul%29.jpg,19910515,
Q6711159,소이현,대한민국의 여배우,F,http://commons.wikimedia.org/wiki/Special:FilePath/So%20Yi-hyun%20from%20acrofan.jpg,19840828,
Q6788865,소헌왕후,,F,,13951012,14460419
Q483181,소현세자,Korean crown prince,M,,16120205,16450521
Q624060,소혜왕후,wife of Crown Prince Uigyeong of Joseon,F,,14371016,15040521
Q28699163,손경식,손문경,M,,19390915,
Q56434653,손명원,"기업인, 전 쌍용자동차 사장",M,,,
Q56433373,손복남,일제강점기 관료 손영기의 자녀,F,,,
Q16177475,손영기,일제 강점기와 대한민국의 관료,M,,,19760101
Q17238203,손영목,,M,,19660825,
Q16177510,손웅정,South Korean association football player,M,,19620610,
Q624726,손원일,South Korean admiral,M,http://commons.wikimedia.org/wiki/Special:FilePath/Sohn%20Won%20Yil%201948.png,19090505,19800215
Q12602742,손정도,"대한민국의 독립운동가, 감리교 목사",M,,18720101,19310101
Q56434662,손정희,전시기획자,F,,,
Q20091438,손준호 (뮤지컬 배우),South Korean actor,M,,19830328,
Q56434585,손진실,독립운동가 손정도의 자녀,F,,,
Q6822380,손태영,actress,F,http://commons.wikimedia.org/wiki/Special:FilePath/Son%20Tae-Young.jpg,19800819,
Q439722,손흥민,"토트넘 핫스퍼, 대한민국 축구 국가대표팀에서 뛰고 있는 공격수",M,http://commons.wikimedia.org/wiki/Special:FilePath/Team%20Korea%20Russia%20WorldCup%2002.png,19920708,
Q484400,송강호,대한민국의 배우,M,http://commons.wikimedia.org/wiki/Special:FilePath/Song%20Kang-Ho.jpg,19670117,
Q56803991,송광자,경운박물관 관장,F,,19440101,
Q56803895,송길자,전 재무장관 송인상의 자녀,F,,19420101,
Q6820869,송선미,대한민국의 배우,F,http://commons.wikimedia.org/wiki/Special:FilePath/Song%20Sun-Mi.jpg,19740913,
Q56804102,송원자,재무장관 송인상의 자녀,F,,19390101,
Q493026,송윤아,"South Korean model, singer and actress",F,http://commons.wikimedia.org/wiki/Special:FilePath/Song%20Yun-ah%20from%20acrofan.jpg,19730607,
Q56803925,송인상,대한민국의 전 재무장관,M,,19140101,
Q484840,송일국,South Korean actor,M,http://commons.wikimedia.org/wiki/Special:FilePath/Song%20Il%20Gook.jpg,19711001,
Q461374,송종국,South Korean footballer,M,http://commons.wikimedia.org/wiki/Special:FilePath/SongCG080413.jpg,19790220,
Q28700404,송준평,South Korean footballer,M,,19960729,
Q485517,송중기,대한민국 배우,M,http://commons.wikimedia.org/wiki/Special:FilePath/Song%20Joong-ki%20at%20Style%20Icon%20Asia%202016.jpg,19850919,
Q1080180,송혜교,대한민국의 여자 배우,F,http://commons.wikimedia.org/wiki/Special:FilePath/Song%20Hye-kyo%20in%202016%20KBS%20Drama%20Award.jpg,19811122,
Q11152201,숙공궁주 김씨,,F,,,
Q10904245,숙빈 임씨,,F,,,
Q484831,숙빈 최씨,royal consort,F,,16701217,17180409
Q16603532,숙용 전씨,,F,,,15060101
Q489402,숙원 이씨,,F,,,
Q6760559,숙의 나씨,,F,,,
Q12603385,숙의 문씨 (영조),,F,,,
Q16182120,숙의 이씨,,F,,,
Q20651852,숙의 지씨,,F,,,
Q6760589,숙의 홍씨 (성종),,F,,,
Q17028618,숙의김씨,,F,,,
Q22098599,숙의윤씨,,F,,,
Q491768,순원왕후,korean regent,F,,17890608,18570927
Q128454,순정효황후,대한제국의 마지막 황후,F,http://commons.wikimedia.org/wiki/Special:FilePath/Empress%20Sunjeong%20of%20the%20Korean%20Empire.jpg,18940820,19660203
Q7214248,순헌황귀비,,F,http://commons.wikimedia.org/wiki/Special:FilePath/Princess%20Consort%20Sunheon.JPG,18540202,19110720
Q168567,신격호,대한민국의 기업인,M,,19221004,
Q56805325,신기철,교수 신영수의 자녀,M,,19700101,
Q56803750,신덕균,"기업인, 전 동방유량 회장",M,,19090101,
Q12604162,신덕왕후,,F,,13560101,13960101
Q12604197,신동욱 (1967년),,M,,19680214,
Q56701923,신명수,"기업인, 신동방그룹 총수",M,,19410101,20140101
Q6798361,신빈 김씨,,F,,14060101,14640101
Q12604306,신빈 신씨,,F,,,
Q464485,신사임당,calligraphist and noted poet,F,http://commons.wikimedia.org/wiki/Special:FilePath/Shin%20Saimdang.jpg,15041029,15510517
Q495748,신상옥,South Korean film producer and director,M,,19261011,20060411
Q56803821,신성수,"기업가, 고려산업 회장",M,,19520101,
Q11074080,신수근,Korean Joseon Dynasty politician,M,,14500101,15060101
Q12604395,신숙공주,,F,,,
Q439435,신숙자,South Korean prisoner of North Korea,F,,19420101,20081123
Q20010831,신승리,,F,,19771130,
Q16160771,신승선,Korean Joseon Dynasty politician,M,,,
Q625870,신애라,Korean actress,F,,19690307,
Q56803806,신영수,교수,M,,19430101,
Q7218065,신은정,South Korean actress,F,,19740103,
Q6743293,신의왕후,,F,,,13911021
Q16631014,신정균,,M,,19630512,
Q56651606,신정숙,롯데그룹 신격호의 여동생,F,,19370101,
Q624353,신정왕후,politician,F,http://commons.wikimedia.org/wiki/Special:FilePath/Empress%20sin-jung-ik2.PNG,18090121,18900604
Q56701926,신정화,기업인 신명수의 자녀,F,,19690101,
Q56651602,신진수,롯데그룹 창업주 신격호의 아버지,M,,,
Q16084406,신형원,,F,http://commons.wikimedia.org/wiki/Special:FilePath/Shin%20Hyung-Won.jpg,19580215,
Q12604838,심규섭,South Korean politician,M,,19580927,20020127
Q489874,심은하,South Korean actress,F,,19720923,
Q7496795,심이영,South Korean actress,F,http://commons.wikimedia.org/wiki/Special:FilePath/Sim%20I-yeong%20from%20acrofan.jpg,19800131,
Q17314245,심종,,M,,,
Q11256848,아이하라 미카,Japanese actress,F,,19851214,
Q12605541,안경희,,F,,19390101,20010714
Q4749844,안병훈,South Korean golfer,M,http://commons.wikimedia.org/wiki/Special:FilePath/Byeong-hun%20An.JPG,19910917,
Q402179,안성기,대한민국의 남자 배우,M,http://commons.wikimedia.org/wiki/Special:FilePath/Ahn%20Sung%20ki%20at%20reception.jpg,19520101,
Q6783327,안양군,,M,,14800101,15050101
Q56433205,안영모,"금융인, 전 동화은행장",M,,,
Q56433211,안영주,금융인 안영모의 자녀,F,,,
Q485168,안재욱,"South Korean actor, singer",M,,19710912,
Q9006285,안재현,South Korean actor and model,M,http://commons.wikimedia.org/wiki/Special:FilePath/160415%20%EC%95%88%EC%9E%AC%ED%98%84.png,19870701,
Q402165,안재형,South Korean table tennis player,M,,19650108,
Q313968,안정환,대한민국의 전 축구 선수 및 현 해설가,M,http://commons.wikimedia.org/wiki/Special:FilePath/Ahn%20Jung-Hwan%20in%202009.JPG,19760127,
Q624197,안평대군,,M,,14181018,14531118
Q24866021,안흥군,,M,,,
Q56812605,양귀애,"대한민국의 기업가, 대한전선 명예회장",F,,19470101,
Q486251,양녕대군,Korean prince,M,,13940101,14620907
Q12606356,양재선,South Korean lyricist,F,,19750610,
Q12606380,양정모,"대한민국의 기업인, 전 국제그룹 회장",M,,19210913,20090329
Q56812546,양태진,"대한민국의 기업가, 국제그룹 창업주",M,,,
Q490938,양현석,"대한민국의 가수, YG 엔터테인먼트 대표이사",M,http://commons.wikimedia.org/wiki/Special:FilePath/161110%20%EC%96%91%ED%98%84%EC%84%9D.png,19691202,
Q15344562,양희경,South Korean actress,F,,19541203,
Q7880974,엄앵란,South Korean actress,F,,19360320,
Q496868,엄태웅,한국 배우,M,http://commons.wikimedia.org/wiki/Special:FilePath/%28%EC%BA%90%EC%B9%98%EB%AF%B8%29%20VIP%20%EC%8B%9C%EC%82%AC%ED%9A%8C%20%ED%98%84%EC%9E%A5%20%EA%B3%B5%EA%B0%9C%20%28%EC%97%84%ED%83%9C%EC%9B%85%29.jpg,19740405,
Q56236767,여서정,대한민국의 체조 선수,F,,20020220,
Q487876,여홍철,대한민국의 체조 선수,M,http://commons.wikimedia.org/wiki/Special:FilePath/%28TV%20TEN%29%202016%EB%85%84%20KBS%20%EB%A6%AC%EC%9A%B0%EC%98%AC%EB%A6%BC%ED%94%BD%20%EB%B0%A9%EC%86%A1%EB%8B%A8%20%EB%B0%9C%EB%8C%80%EC%8B%9D%20%EC%97%AC%ED%99%8D%EC%B2%A0%202m45s.jpg,19710528,
Q7214169,여흥부대부인,,F,,18180203,18900101
Q12972710,연규진,South Korean actor and film actor,M,,19451208,
Q491392,연정훈,South Korean actor,M,http://commons.wikimedia.org/wiki/Special:FilePath/Yeon%20Jeong-hun%20from%20acrofan%20-%20cropped%2001.jpg,19781106,
Q7241948,영빈 김씨,Royal Noble Consort,F,,,
Q626166,영빈 이씨,,F,,,17640823
Q17017074,영빈강씨,,F,,,
Q27951685,영수,4th son of Sukjong of Joseon,M,,16930101,16930101
